7a29bfaa,1,23
49b885c5,1,23
bc80fb7f,1,23
4dc72790,1,23
be787317,1,23
ccbd0241,1,23
f4f0f567,1,23
d2def8c6,1,23
14334899,1,23
114df08b,1,23
78cdbe36,1,23
f2b541ce,1,23
e1c39e4b,1,23
84c7889d,1,23
cb696079,1,23
bca736d4,1,23
b47cff6c,1,23
2554fe2a,1,23
3d63becd,1,23
1be1b980,1,23
7f378813,1,23
ee8dfaf2,1,23
4bfdad5f,1,23
8c715f43,1,23
6a247219,1,23
67c02f56,1,23
f0a7dbe4,1,23
06ce5308,1,23
34e54266,1,23
a1ccda64,1,23
f1f1b075,1,23
40941982,1,23
5ed3aa53,1,23
388ea63b,1,23
61c4a621,1,23
4ecaecd7,1,23
315ea470,1,23
626d4dbe,1,23
33ff0f44,1,23
cae05367,1,23
6fc73846,1,23
c5d3207e,1,23
c74a4d9c,1,23
e480fc00,1,23
a64d46b0,1,23
d7344a38,1,23
a60ef020,1,23
c2b86680,1,23
699026dd,1,23
1f3ae361,1,23
3f69c626,1,23
d94a1f69,1,23
d33424f2,1,23
712ec15e,1,23
6db55d03,1,23
13485533,1,23
acca26ec,1,23
85faedb3,1,23
d2c43372,1,23
751fa7f1,1,23
d4570bad,1,23
8d12a198,1,23
13f8fa11,1,23
be6c0f41,1,23
328c8d24,1,23
22727914,1,23
784464fd,1,23
b7a111b5,1,23
320895f3,1,23
87680b7a,1,23
4b2b203a,1,23
1f11e549,1,23
b19941fc,1,23
1cb1e348,1,23
5a3cf824,1,23
b52b3ecb,1,23
6f9b9ca5,1,23
52335b72,1,23
659ebe33,1,23
23262e26,1,23
e514b279,1,23
c57f6371,1,23
e5e2659f,1,23
23f3825b,1,23
2b474dc4,1,23
7351d51e,1,23
fc620852,1,23
071ffbcb,1,23
df97fb20,1,23
f3a41aa4,1,23
37f57fc2,1,23
f8858c3f,1,23
bbdd7f56,1,23
2cfad3fa,1,23
3d7242fa,1,23
db49e545,1,23
9770188c,1,23
0f408e94,1,23
6351e383,1,23
d1d518e2,1,23
d23e058a,1,23
a4e167b2,1,23
95ba180c,1,23
8f2fa440,1,23
b3c083f6,1,23
dd3d5c71,1,23
caa4b2eb,1,23
f3a8b410,1,23
6f86fb01,1,23
af187dce,1,23
0bb3d3f7,1,23
daefc1ff,1,23
0b4ee078,1,23
0cb486dc,1,23
e99895a2,1,23
0b16d942,1,23
d95dea20,1,23
47634d17,1,23
b9350590,1,23
3ed87914,1,23
50ce39af,1,23
5d60bd33,1,23
6fa8dc48,1,23
35870acf,1,23
d646f2fb,1,23
9db7b006,1,23
b76d7e3f,1,23
3c7fad5f,1,23
4e46b7a6,1,23
4e26d546,1,23
871be29d,1,23
48b937cf,1,23
93a55a76,1,23
6732add1,1,23
d7b00f75,1,23
eb81d8f6,1,23
a2e9cb12,1,23
8835924f,1,23
3223f11c,1,23
d52a3bbc,1,23
804513e5,1,23
d7ef4fb4,1,23
0a8f9212,1,23
926edeae,1,23
99960f3d,1,23
32dcefa0,1,23
49438f93,1,23
672123da,1,23
3365735e,1,23
e76d8f4b,1,23
21bc7263,1,23
53f96ef3,1,23
54ccab74,1,23
90e3c40c,1,23
e7e1e6db,1,23
82da3b64,1,23
7cee20fb,1,23
4c22c8f4,1,23
b688b3b6,1,23
64ce1947,1,23
b709687f,1,23
fa252fc0,1,23
4f3f715d,1,23
5cf86ab5,1,23
c22958cb,1,23
82e68378,1,23
002cea44,1,23
7cc0ea52,1,23
65b254fc,1,23
dc9e9a86,1,23
1b322125,1,23
f4bc495a,1,23
985b2c58,1,23
cb5a1dda,1,23
4e9a060b,1,23
eac5fa1a,1,23
a102aa2f,1,23
939685fd,1,23
372bac4c,1,23
fad4ad0b,1,23
6d338418,1,23
e34a717f,1,23
e902f34d,1,23
e1bc4393,1,23
03b046e3,1,23
99ff3b3d,1,23
bd0a1156,1,23
1cfd74d0,1,23
3748154e,1,23
3a0ad28f,1,23
824249f5,1,23
6e1401d9,1,23
ba2ca115,1,23
15ea298a,1,23
73597fcc,1,23
b0c7a52f,1,23
bf426a5c,1,23
b6fd3558,1,23
91e1ac4b,1,23
44cae9a1,1,23
a46b6489,1,23
4fd9ea53,1,23
6afbfb7e,1,23
8c667862,1,23
cb8a040c,1,23
e4f82000,1,23
18b8122c,1,23
45346707,1,23
779ee798,1,23
06f8bb96,1,23
f108f773,1,23
a3557a6a,1,23
98742850,1,23
afdb77ad,1,23
ef22003c,1,23
3de79308,1,23
27df3705,1,23
66f124fb,1,23
2b73bc45,1,23
553a227c,1,23
